snippet_id,condition,persona,wcag_criterion,expected,predicted,severity,repetition,iteration_count,total_time_seconds,num_tool_calls,num_issues
49d79a4e4e4a994a8eb7cf2eaf59c99d2251cac5,persona_agent,ade,2.2.1,passed,failed,serious,2,2,15.05,1,1
b5ca868de7980f6944142ecdb849f47ad2cdfb5c,axe,ade,2.2.1,passed,failed,serious,0,1,5.3,1,3
b5ca868de7980f6944142ecdb849f47ad2cdfb5c,axe,ade,2.2.1,passed,failed,serious,1,1,5.31,1,3
b5ca868de7980f6944142ecdb849f47ad2cdfb5c,axe,ade,2.2.1,passed,failed,serious,2,1,5.21,1,3
b5ca868de7980f6944142ecdb849f47ad2cdfb5c,persona_llm,ade,2.2.1,passed,passed,N/A,0,1,1.97,0,0
b5ca868de7980f6944142ecdb849f47ad2cdfb5c,persona_llm,ade,2.2.1,passed,passed,N/A,1,1,1.53,0,0
b5ca868de7980f6944142ecdb849f47ad2cdfb5c,persona_llm,ade,2.2.1,passed,inapplicable,N/A,2,1,1.33,0,0
b5ca868de7980f6944142ecdb849f47ad2cdfb5c,persona_agent,ade,2.2.1,passed,failed,serious,0,2,10.34,1,1
b5ca868de7980f6944142ecdb849f47ad2cdfb5c,persona_agent,ade,2.2.1,passed,failed,serious,1,2,9.01,1,1
b5ca868de7980f6944142ecdb849f47ad2cdfb5c,persona_agent,ade,2.2.1,passed,failed,serious,2,2,8.81,1,1
56857820788db21498e95a5cbba65d59a9a2b892,axe,ade,2.2.1,failed,failed,critical,0,1,5.52,1,5
56857820788db21498e95a5cbba65d59a9a2b892,axe,ade,2.2.1,failed,failed,critical,1,1,5.33,1,5
56857820788db21498e95a5cbba65d59a9a2b892,axe,ade,2.2.1,failed,failed,critical,2,1,5.23,1,5
56857820788db21498e95a5cbba65d59a9a2b892,persona_llm,ade,2.2.1,failed,failed,serious,0,1,2.25,0,1
56857820788db21498e95a5cbba65d59a9a2b892,persona_llm,ade,2.2.1,failed,failed,serious,1,1,2.15,0,1
56857820788db21498e95a5cbba65d59a9a2b892,persona_llm,ade,2.2.1,failed,failed,serious,2,1,2.76,0,1
56857820788db21498e95a5cbba65d59a9a2b892,persona_agent,ade,2.2.1,failed,failed,serious,0,2,10.03,1,1
56857820788db21498e95a5cbba65d59a9a2b892,persona_agent,ade,2.2.1,failed,failed,serious,1,2,9.65,1,1
56857820788db21498e95a5cbba65d59a9a2b892,persona_agent,ade,2.2.1,failed,failed,serious,2,2,9.59,1,1
5d4d5b214459c8a0779600ab39a5668003271c62,axe,ade,2.2.1,failed,failed,critical,0,1,5.56,1,5
5d4d5b214459c8a0779600ab39a5668003271c62,axe,ade,2.2.1,failed,failed,critical,1,1,5.58,1,5
5d4d5b214459c8a0779600ab39a5668003271c62,axe,ade,2.2.1,failed,failed,critical,2,1,5.53,1,5
5d4d5b214459c8a0779600ab39a5668003271c62,persona_llm,ade,2.2.1,failed,passed,N/A,0,1,1.34,0,0
5d4d5b214459c8a0779600ab39a5668003271c62,persona_llm,ade,2.2.1,failed,passed,N/A,1,1,1.32,0,0
5d4d5b214459c8a0779600ab39a5668003271c62,persona_llm,ade,2.2.1,failed,passed,N/A,2,1,1.22,0,0
5d4d5b214459c8a0779600ab39a5668003271c62,persona_agent,ade,2.2.1,failed,failed,serious,0,2,9.22,1,1
5d4d5b214459c8a0779600ab39a5668003271c62,persona_agent,ade,2.2.1,failed,failed,serious,1,2,9.63,1,1
5d4d5b214459c8a0779600ab39a5668003271c62,persona_agent,ade,2.2.1,failed,failed,serious,2,2,10.64,1,1
0bf30cdf02ff26dfca5aa705b7023227da221e05,axe,ade,2.2.1,inapplicable,failed,serious,0,1,5.7,1,4
0bf30cdf02ff26dfca5aa705b7023227da221e05,axe,ade,2.2.1,inapplicable,failed,serious,1,1,5.55,1,4
0bf30cdf02ff26dfca5aa705b7023227da221e05,axe,ade,2.2.1,inapplicable,failed,serious,2,1,5.47,1,4
0bf30cdf02ff26dfca5aa705b7023227da221e05,persona_llm,ade,2.2.1,inapplicable,failed,serious,0,1,2.32,0,1
0bf30cdf02ff26dfca5aa705b7023227da221e05,persona_llm,ade,2.2.1,inapplicable,failed,serious,1,1,2.46,0,1
0bf30cdf02ff26dfca5aa705b7023227da221e05,persona_llm,ade,2.2.1,inapplicable,failed,serious,2,1,2.35,0,1
0bf30cdf02ff26dfca5aa705b7023227da221e05,persona_agent,ade,2.2.1,inapplicable,failed,serious,0,2,9.93,1,1
0bf30cdf02ff26dfca5aa705b7023227da221e05,persona_agent,ade,2.2.1,inapplicable,failed,serious,1,2,9.83,1,1
0bf30cdf02ff26dfca5aa705b7023227da221e05,persona_agent,ade,2.2.1,inapplicable,failed,serious,2,2,9.11,1,1
48a600254c0883cd5a72471420b1ac5a532ca6c3,axe,ade,2.2.1,inapplicable,failed,serious,0,1,5.62,1,4
48a600254c0883cd5a72471420b1ac5a532ca6c3,axe,ade,2.2.1,inapplicable,failed,serious,1,1,5.86,1,4
48a600254c0883cd5a72471420b1ac5a532ca6c3,axe,ade,2.2.1,inapplicable,failed,serious,2,1,5.43,1,4
48a600254c0883cd5a72471420b1ac5a532ca6c3,persona_llm,ade,2.2.1,inapplicable,inapplicable,N/A,0,1,1.66,0,0
48a600254c0883cd5a72471420b1ac5a532ca6c3,persona_llm,ade,2.2.1,inapplicable,inapplicable,N/A,1,1,1.51,0,0
48a600254c0883cd5a72471420b1ac5a532ca6c3,persona_llm,ade,2.2.1,inapplicable,inapplicable,N/A,2,1,1.63,0,0
48a600254c0883cd5a72471420b1ac5a532ca6c3,persona_agent,ade,2.2.1,inapplicable,passed,N/A,0,2,8.08,1,0
48a600254c0883cd5a72471420b1ac5a532ca6c3,persona_agent,ade,2.2.1,inapplicable,passed,N/A,1,2,8.4,1,0
48a600254c0883cd5a72471420b1ac5a532ca6c3,persona_agent,ade,2.2.1,inapplicable,passed,N/A,2,2,8.26,1,0
ha-2-4-3-pass-01-natural-dom-order,axe,ade,2.4.3,passed,passed,N/A,0,1,5.67,1,0
ha-2-4-3-pass-01-natural-dom-order,axe,ade,2.4.3,passed,passed,N/A,1,1,6.03,1,0
ha-2-4-3-pass-01-natural-dom-order,axe,ade,2.4.3,passed,passed,N/A,2,1,5.97,1,0
ha-2-4-3-pass-01-natural-dom-order,persona_llm,ade,2.4.3,passed,passed,N/A,0,1,1.11,0,0
ha-2-4-3-pass-01-natural-dom-order,persona_llm,ade,2.4.3,passed,passed,N/A,1,1,1.22,0,0
ha-2-4-3-pass-01-natural-dom-order,persona_llm,ade,2.4.3,passed,passed,N/A,2,1,1.53,0,0
ha-2-4-3-pass-01-natural-dom-order,persona_agent,ade,2.4.3,passed,failed,serious,0,2,30.09,4,1
ha-2-4-3-pass-01-natural-dom-order,persona_agent,ade,2.4.3,passed,failed,serious,1,2,29.17,4,1
ha-2-4-3-pass-01-natural-dom-order,persona_agent,ade,2.4.3,passed,failed,serious,2,2,29.65,4,1
ha-2-4-3-pass-02-modal-focus-trap,axe,ade,2.4.3,passed,passed,N/A,0,1,5.72,1,0
ha-2-4-3-pass-02-modal-focus-trap,axe,ade,2.4.3,passed,passed,N/A,1,1,5.72,1,0
ha-2-4-3-pass-02-modal-focus-trap,axe,ade,2.4.3,passed,passed,N/A,2,1,5.61,1,0
ha-2-4-3-pass-02-modal-focus-trap,persona_llm,ade,2.4.3,passed,failed,critical,0,1,4.08,0,2
ha-2-4-3-pass-02-modal-focus-trap,persona_llm,ade,2.4.3,passed,failed,critical,1,1,3.28,0,2
ha-2-4-3-pass-02-modal-focus-trap,persona_llm,ade,2.4.3,passed,failed,critical,2,1,3.24,0,2
ha-2-4-3-pass-02-modal-focus-trap,persona_agent,ade,2.4.3,passed,failed,serious,0,2,13.24,2,1
ha-2-4-3-pass-02-modal-focus-trap,persona_agent,ade,2.4.3,passed,failed,serious,1,2,12.87,2,1
ha-2-4-3-pass-02-modal-focus-trap,persona_agent,ade,2.4.3,passed,failed,serious,2,2,12.83,2,1
ha-2-4-3-fail-01-positive-tabindex,axe,ade,2.4.3,failed,failed,serious,0,1,5.73,1,1
ha-2-4-3-fail-01-positive-tabindex,axe,ade,2.4.3,failed,failed,serious,1,1,5.88,1,1
ha-2-4-3-fail-01-positive-tabindex,axe,ade,2.4.3,failed,failed,serious,2,1,5.82,1,1
ha-2-4-3-fail-01-positive-tabindex,persona_llm,ade,2.4.3,failed,failed,moderate,0,1,2.63,0,1
ha-2-4-3-fail-01-positive-tabindex,persona_llm,ade,2.4.3,failed,failed,moderate,1,1,2.96,0,1
ha-2-4-3-fail-01-positive-tabindex,persona_llm,ade,2.4.3,failed,failed,moderate,2,1,1.84,0,1
ha-2-4-3-fail-01-positive-tabindex,persona_agent,ade,2.4.3,failed,failed,moderate,0,2,15.35,2,1
ha-2-4-3-fail-01-positive-tabindex,persona_agent,ade,2.4.3,failed,failed,moderate,1,2,14.64,2,1
ha-2-4-3-fail-01-positive-tabindex,persona_agent,ade,2.4.3,failed,failed,moderate,2,2,16.49,2,1
ha-2-4-3-fail-02-visual-reorder-css,axe,ade,2.4.3,failed,passed,N/A,0,1,6.05,1,0
ha-2-4-3-fail-02-visual-reorder-css,axe,ade,2.4.3,failed,passed,N/A,1,1,5.79,1,0
ha-2-4-3-fail-02-visual-reorder-css,axe,ade,2.4.3,failed,passed,N/A,2,1,5.76,1,0
ha-2-4-3-fail-02-visual-reorder-css,persona_llm,ade,2.4.3,failed,failed,moderate,0,1,3.12,0,1
ha-2-4-3-fail-02-visual-reorder-css,persona_llm,ade,2.4.3,failed,failed,moderate,1,1,2.67,0,1
ha-2-4-3-fail-02-visual-reorder-css,persona_llm,ade,2.4.3,failed,failed,moderate,2,1,3.78,0,1
ha-2-4-3-fail-02-visual-reorder-css,persona_agent,ade,2.4.3,failed,failed,serious,0,2,13.97,2,1
ha-2-4-3-fail-02-visual-reorder-css,persona_agent,ade,2.4.3,failed,failed,serious,1,2,14.64,2,1
ha-2-4-3-fail-02-visual-reorder-css,persona_agent,ade,2.4.3,failed,failed,serious,2,2,22.42,3,2
ha-2-4-3-inap-01-static-content,axe,ade,2.4.3,inapplicable,passed,N/A,0,1,5.78,1,0
ha-2-4-3-inap-01-static-content,axe,ade,2.4.3,inapplicable,passed,N/A,1,1,5.57,1,0
ha-2-4-3-inap-01-static-content,axe,ade,2.4.3,inapplicable,passed,N/A,2,1,5.74,1,0
ha-2-4-3-inap-01-static-content,persona_llm,ade,2.4.3,inapplicable,inapplicable,N/A,0,1,1.33,0,0
ha-2-4-3-inap-01-static-content,persona_llm,ade,2.4.3,inapplicable,inapplicable,N/A,1,1,1.53,0,0
ha-2-4-3-inap-01-static-content,persona_llm,ade,2.4.3,inapplicable,inapplicable,N/A,2,1,1.43,0,0
ha-2-4-3-inap-01-static-content,persona_agent,ade,2.4.3,inapplicable,inapplicable,N/A,0,1,1.29,0,0
ha-2-4-3-inap-01-static-content,persona_agent,ade,2.4.3,inapplicable,inapplicable,N/A,1,1,1.26,0,0
ha-2-4-3-inap-01-static-content,persona_agent,ade,2.4.3,inapplicable,inapplicable,N/A,2,1,1.43,0,0
ha-2-4-3-inap-02-single-interactive,axe,ade,2.4.3,inapplicable,passed,N/A,0,1,5.66,1,0
ha-2-4-3-inap-02-single-interactive,axe,ade,2.4.3,inapplicable,passed,N/A,1,1,5.64,1,0
ha-2-4-3-inap-02-single-interactive,axe,ade,2.4.3,inapplicable,passed,N/A,2,1,5.64,1,0
ha-2-4-3-inap-02-single-interactive,persona_llm,ade,2.4.3,inapplicable,passed,N/A,0,1,1.26,0,0
ha-2-4-3-inap-02-single-interactive,persona_llm,ade,2.4.3,inapplicable,inapplicable,N/A,1,1,2.38,0,0
ha-2-4-3-inap-02-single-interactive,persona_llm,ade,2.4.3,inapplicable,passed,N/A,2,1,1.84,0,0
ha-2-4-3-inap-02-single-interactive,persona_agent,ade,2.4.3,inapplicable,failed,serious,0,2,11.47,2,1
ha-2-4-3-inap-02-single-interactive,persona_agent,ade,2.4.3,inapplicable,failed,serious,1,2,11.43,2,1
ha-2-4-3-inap-02-single-interactive,persona_agent,ade,2.4.3,inapplicable,failed,serious,2,2,11.9,2,1
52be6331dc0978990a8b806a9a4a84bf738a43e1,axe,ade,2.4.7,passed,failed,moderate,0,1,5.91,1,3
52be6331dc0978990a8b806a9a4a84bf738a43e1,axe,ade,2.4.7,passed,failed,moderate,1,1,6.11,1,3
52be6331dc0978990a8b806a9a4a84bf738a43e1,axe,ade,2.4.7,passed,failed,moderate,2,1,5.7,1,3
52be6331dc0978990a8b806a9a4a84bf738a43e1,persona_llm,ade,2.4.7,passed,passed,N/A,0,1,2.24,0,0
52be6331dc0978990a8b806a9a4a84bf738a43e1,persona_llm,ade,2.4.7,passed,passed,N/A,1,1,1.5,0,0
52be6331dc0978990a8b806a9a4a84bf738a43e1,persona_llm,ade,2.4.7,passed,passed,N/A,2,1,1.39,0,0
52be6331dc0978990a8b806a9a4a84bf738a43e1,persona_agent,ade,2.4.7,passed,failed,serious,0,2,12.05,2,1
52be6331dc0978990a8b806a9a4a84bf738a43e1,persona_agent,ade,2.4.7,passed,failed,serious,1,2,12.34,2,1
52be6331dc0978990a8b806a9a4a84bf738a43e1,persona_agent,ade,2.4.7,passed,failed,serious,2,2,12.74,2,1
8f296b7a417523e9c769761dd41b703c75d90019,axe,ade,2.4.7,passed,failed,moderate,0,1,5.71,1,3
8f296b7a417523e9c769761dd41b703c75d90019,axe,ade,2.4.7,passed,failed,moderate,1,1,5.81,1,3
8f296b7a417523e9c769761dd41b703c75d90019,axe,ade,2.4.7,passed,failed,moderate,2,1,5.66,1,3
8f296b7a417523e9c769761dd41b703c75d90019,persona_llm,ade,2.4.7,passed,failed,critical,0,1,2.83,0,1
8f296b7a417523e9c769761dd41b703c75d90019,persona_llm,ade,2.4.7,passed,failed,critical,1,1,2.82,0,1
8f296b7a417523e9c769761dd41b703c75d90019,persona_llm,ade,2.4.7,passed,failed,critical,2,1,2.16,0,1
8f296b7a417523e9c769761dd41b703c75d90019,persona_agent,ade,2.4.7,passed,failed,serious,0,2,38.07,4,1
8f296b7a417523e9c769761dd41b703c75d90019,persona_agent,ade,2.4.7,passed,failed,critical,1,2,314.67,36,1
8f296b7a417523e9c769761dd41b703c75d90019,persona_agent,ade,2.4.7,passed,failed,serious,2,2,17.75,2,1
f1c9efb4c8d1b5f7870c693bce2e6ca046dd768d,axe,ade,2.4.7,failed,failed,moderate,0,1,5.5,1,3
f1c9efb4c8d1b5f7870c693bce2e6ca046dd768d,axe,ade,2.4.7,failed,failed,moderate,1,1,5.58,1,3
f1c9efb4c8d1b5f7870c693bce2e6ca046dd768d,axe,ade,2.4.7,failed,failed,moderate,2,1,5.73,1,3
f1c9efb4c8d1b5f7870c693bce2e6ca046dd768d,persona_llm,ade,2.4.7,failed,failed,critical,0,1,1.98,0,1
f1c9efb4c8d1b5f7870c693bce2e6ca046dd768d,persona_llm,ade,2.4.7,failed,failed,critical,1,1,1.95,0,1
f1c9efb4c8d1b5f7870c693bce2e6ca046dd768d,persona_llm,ade,2.4.7,failed,failed,critical,2,1,3.88,0,1
f1c9efb4c8d1b5f7870c693bce2e6ca046dd768d,persona_agent,ade,2.4.7,failed,failed,serious,0,2,11.88,2,1
f1c9efb4c8d1b5f7870c693bce2e6ca046dd768d,persona_agent,ade,2.4.7,failed,failed,serious,1,2,27.54,4,1
f1c9efb4c8d1b5f7870c693bce2e6ca046dd768d,persona_agent,ade,2.4.7,failed,failed,serious,2,2,12.5,2,1
ha-2-4-7-fail-01-focus-suppressed,axe,ade,2.4.7,failed,passed,N/A,0,1,5.8,1,0
ha-2-4-7-fail-01-focus-suppressed,axe,ade,2.4.7,failed,passed,N/A,1,1,5.7,1,0
ha-2-4-7-fail-01-focus-suppressed,axe,ade,2.4.7,failed,passed,N/A,2,1,5.75,1,0
ha-2-4-7-fail-01-focus-suppressed,persona_llm,ade,2.4.7,failed,failed,serious,0,1,3.32,0,2
ha-2-4-7-fail-01-focus-suppressed,persona_llm,ade,2.4.7,failed,failed,serious,1,1,3.38,0,2
ha-2-4-7-fail-01-focus-suppressed,persona_llm,ade,2.4.7,failed,failed,serious,2,1,2.84,0,2
ha-2-4-7-fail-01-focus-suppressed,persona_agent,ade,2.4.7,failed,failed,serious,0,2,23.34,3,2
ha-2-4-7-fail-01-focus-suppressed,persona_agent,ade,2.4.7,failed,failed,serious,1,2,22.44,3,2
ha-2-4-7-fail-01-focus-suppressed,persona_agent,ade,2.4.7,failed,failed,serious,2,2,30.82,3,2
90789ad82a761b7697418e8cb403db103f0925a2,axe,ade,2.4.7,inapplicable,failed,moderate,0,1,5.62,1,3
90789ad82a761b7697418e8cb403db103f0925a2,axe,ade,2.4.7,inapplicable,failed,moderate,1,1,5.8,1,3
90789ad82a761b7697418e8cb403db103f0925a2,axe,ade,2.4.7,inapplicable,failed,moderate,2,1,5.55,1,3
90789ad82a761b7697418e8cb403db103f0925a2,persona_llm,ade,2.4.7,inapplicable,inapplicable,N/A,0,1,4.62,0,0
90789ad82a761b7697418e8cb403db103f0925a2,persona_llm,ade,2.4.7,inapplicable,inapplicable,N/A,1,1,1.13,0,0
90789ad82a761b7697418e8cb403db103f0925a2,persona_llm,ade,2.4.7,inapplicable,inapplicable,N/A,2,1,1.53,0,0
90789ad82a761b7697418e8cb403db103f0925a2,persona_agent,ade,2.4.7,inapplicable,inapplicable,N/A,0,1,1.64,0,0
90789ad82a761b7697418e8cb403db103f0925a2,persona_agent,ade,2.4.7,inapplicable,inapplicable,N/A,1,1,1.22,0,0
90789ad82a761b7697418e8cb403db103f0925a2,persona_agent,ade,2.4.7,inapplicable,inapplicable,N/A,2,1,1.13,0,0
b12f1f45eef29c30197ca3bda79d793cd90eeadd,axe,ade,2.4.7,inapplicable,failed,moderate,0,1,5.58,1,3
b12f1f45eef29c30197ca3bda79d793cd90eeadd,axe,ade,2.4.7,inapplicable,failed,moderate,1,1,5.44,1,3
b12f1f45eef29c30197ca3bda79d793cd90eeadd,axe,ade,2.4.7,inapplicable,failed,moderate,2,1,5.41,1,3
b12f1f45eef29c30197ca3bda79d793cd90eeadd,persona_llm,ade,2.4.7,inapplicable,failed,critical,0,1,3.06,0,2
b12f1f45eef29c30197ca3bda79d793cd90eeadd,persona_llm,ade,2.4.7,inapplicable,failed,critical,1,1,3.75,0,2
b12f1f45eef29c30197ca3bda79d793cd90eeadd,persona_llm,ade,2.4.7,inapplicable,inapplicable,N/A,2,1,1.43,0,0
b12f1f45eef29c30197ca3bda79d793cd90eeadd,persona_agent,ade,2.4.7,inapplicable,failed,serious,0,2,24.81,4,1
b12f1f45eef29c30197ca3bda79d793cd90eeadd,persona_agent,ade,2.4.7,inapplicable,failed,serious,1,2,26.59,4,1
b12f1f45eef29c30197ca3bda79d793cd90eeadd,persona_agent,ade,2.4.7,inapplicable,failed,serious,2,2,25.09,4,1
ha-2-5-5-pass-01-large-buttons,axe,ade,2.5.5,passed,passed,N/A,0,1,5.89,1,0
ha-2-5-5-pass-01-large-buttons,axe,ade,2.5.5,passed,passed,N/A,1,1,5.71,1,0
ha-2-5-5-pass-01-large-buttons,axe,ade,2.5.5,passed,passed,N/A,2,1,5.72,1,0
ha-2-5-5-pass-01-large-buttons,persona_llm,ade,2.5.5,passed,passed,N/A,0,1,1.31,0,0
ha-2-5-5-pass-01-large-buttons,persona_llm,ade,2.5.5,passed,passed,N/A,1,1,1.35,0,0
ha-2-5-5-pass-01-large-buttons,persona_llm,ade,2.5.5,passed,failed,serious,2,1,4.48,0,5
ha-2-5-5-pass-01-large-buttons,persona_agent,ade,2.5.5,passed,failed,critical,0,2,32.65,4,1
